223
1	0.015419994
2	0.005384816
3	0.023129991
4	0.021844734
5	0.031803737
6	0.08994945
7	0.093805219
8	0.011660599
9	0.015419994
10	0.016980497
11	0.009637496
12	0.008995253
13	0.023588736
14	0.143368935
15	0.148855368
16	0.00922424
17	0.007709997
18	0.03340973
19	0.113116449
20	0.044862159
21	0.034523824
22	0.015970488
23	0.040477484
24	1.013322581
25	0.023129991
26	0.107939957
27	0.020560249
28	0.012528745
29	0.002569973
30	0.123619006
31	0.059805675
32	0.009637496
33	0.007709997
34	0.001541999
35	0.051400236
36	0.078513212
37	0.061679975
38	0.016521752
39	0.025699733
40	2.143635884
41	0.001285025
42	0.012143245
43	0.121353809
44	0.110269918
45	0.115649954
46	0.0148695
47	0.015291237
48	0.001541999
49	0.272226884
50	0.011564995
51	0.020376751
52	0.022779186
53	0.269849892
54	0.023986571
55	0.15034494
56	0.011381497
57	0.010279739
58	0.378889294
59	0.026128409
60	0.001927499
61	1.655507499
62	0.011564995
63	0.023772233
64	0.053969978
65	0.046259981
66	0.011564995
67	0.047545238
68	0.017133155
69	0.013066903
70	0.00096375
71	0.051400236
72	0.006682023
73	0.000856658
74	0.013877994
75	0.179334528
76	0.030839988
77	0.010279739
78	0.018449252
79	0.011564995
80	0.038549985
81	0.010279739
82	0.008995253
83	0.020376751
84	0.053969978
85	0.026434495
86	0.332815124
87	0.010022996
88	0.335442691
89	0.126958206
90	0.00997211
91	0.053969978
92	0.041119727
93	17.3392688
94	0.004497472
95	0.011564995
96	0.027535483
97	0.014134737
98	0.030839988
99	0.010032248
100	0.277559889
101	0.010601246
102	0.015419994
103	0.286631471
104	0.404531202
105	0.009079292
106	0.009251996
107	0.062836475
108	0.015419994
109	0.019531735
110	0.033684977
111	0.021844734
112	0.010096241
113	0.033185369
114	0.017133155
115	0.010279739
116	0.001285025
117	0.001285025
118	0.32536187
119	0.107939957
120	0.362369855
121	0.015419994
122	0.126327528
123	0.009637496
124	0.026984989
125	0.013106995
126	0.10582896
127	0.003854998
128	0.08994945
129	0.003854998
130	0.096374961
131	0.038549985
132	0.002569973
133	0.001927499
134	0.021844734
135	0.023129991
136	0.038549985
137	0.05535161
138	0.012666754
139	0.009251996
140	0.089307207
141	1.193723402
142	0.035065837
143	0.280478123
144	0.017989736
145	0.002569973
146	0.018724499
147	0.009851834
148	0.011564995
149	0.054887468
150	0.047728736
151	0.011564995
152	0.133639689
153	2.624656424
154	0.008995253
155	0.001927499
156	0.009637496
157	0.011564995
158	0.0627401
159	0.026342746
160	0.008332194
161	0.017989736
162	0.466712327
163	0.133619643
164	0.003854998
165	0.009251996
166	0.017347493
167	0.033004184
168	33.34676207
169	16.91690437
170	0.310490057
171	0.010279739
172	0.008459409
173	0.003469499
174	0.056754058
175	0.714503918
176	0.03291629
177	0.01670525
178	0.011564995
179	0.011381497
180	0.000856658
181	5.109800453
182	0.052042479
183	0.098174475
184	0.782360372
185	0.00226219
186	0.091982576
187	0.20597411
188	0.003854998
189	0.098027214
190	0.187793166
191	0.011564995
192	0.03678054
193	0.019274992
194	0.015419994
195	0.013492495
196	0.079027468
197	0.009637496
198	0.012809389
199	0.015419994
200	0.05846722
201	0.04369024
202	0.020560249
203	0.031696568
204	0.014777751
205	0.001285025
206	0.914164311
207	0.009251996
208	0.015419994
209	0.001927499
210	0.016961993
211	0.028439095
212	0.011564995
213	0.055255235
214	1.13285606
215	0.011564995
216	0.046259981
217	0.013951239
218	0.036681852
219	0.165824301
220	0.767836279
221	0.142065945
222	0.011821738
223	0.011564995
